id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-066-fe-base,PR-EN-066-fe,en,problem_generating,few_shot,none,intermediate,"A fan with a blade radius of 0.3 m is shown in the image. Using the graph, determine the maximum centripetal acceleration of a point on the tip of the blade during the steady phase, where the angular velocity reaches its peak value.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-066-fe-kg,PR-EN-066-fe,en,problem_generating,few_shot,kg,intermediate,A fan with a blade radius of 0.3 m operates with an angular velocity that varies as shown in the graph. Calculate the centripetal acceleration at the peak angular velocity observed on the graph.,"[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-067-co-base,PR-EN-067-co,en,problem_generating,cot,none,intermediate,"A fan with a radius of 0.3 meters is rotating, and its angular velocity over time is shown in the graph. During the steady phase between 20 and 30 seconds, the angular velocity is approximately 0.5 rad/s. Calculate the centripetal acceleration of a point on the tip of the fan blade during this phase.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-067-co-kg,PR-EN-067-co,en,problem_generating,cot,kg,intermediate,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at the time when the angular velocity is at its maximum. Assume the maximum angular velocity from the graph is 0.6 rad/s. How does this centripetal acceleration compare to when the angular velocity is at its minimum of 0.3 rad/s?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-068-dr-base,PR-EN-068-dr,en,problem_generating,draft_critique_revise,none,intermediate,"A fan has blades with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a maximum of 0.6 rad/s. Calculate the maximum centripetal acceleration experienced by the tip of the fan blade during this phase.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-068-dr-kg,PR-EN-068-dr,en,problem_generating,draft_critique_revise,kg,intermediate,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at the time when the angular velocity is 0.5 rad/s. How does this compare to the centripetal acceleration when the angular velocity is 0.3 rad/s?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-069-ze-base,PR-EN-069-ze,en,problem_generating,zero_shot,none,intermediate,"A fan with a radius of 0.5 meters is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the fan blade at t = 15 seconds, when the angular velocity is approximately 10 rad/s. Provide your answer in m/s².","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-069-ze-kg,PR-EN-069-ze,en,problem_generating,zero_shot,kg,intermediate,"A fan has blades with a radius of 0.5 meters. According to the graph, the angular velocity of the fan increases from 2 rad/s to 10 rad/s over a period of 10 seconds. Calculate the change in centripetal acceleration at the tip of the fan blade during this time.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-070-fe-base,PR-EN-070-fe,en,problem_generating,few_shot,none,intermediate,A fan with a blade radius of 0.25 m is observed to have an angular velocity that varies over time as shown in the graph. Calculate the maximum centripetal acceleration of a point on the tip of the fan blade during the period from 10 to 20 seconds.,"[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-070-fe-kg,PR-EN-070-fe,en,problem_generating,few_shot,kg,intermediate,A fan with a blade radius of 0.25 m operates with varying angular velocities as shown in the graph. Calculate the centripetal acceleration of the blade tip at 15 seconds and 45 seconds. Compare the two values and explain the difference based on the graph.,"[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-071-co-base,PR-EN-071-co,en,problem_generating,cot,none,intermediate,"A fan with a radius of 0.5 meters is observed to have its angular velocity change over time as shown in the graph. During the steady phase between 30 and 40 seconds, the angular velocity is approximately 6 rad/s. Calculate the centripetal acceleration of a point on the tip of the fan blade during this steady phase.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-071-co-kg,PR-EN-071-co,en,problem_generating,cot,kg,intermediate,"A fan blade tip follows a circular path with a radius of 0.5 meters. Using the graph provided, determine the centripetal acceleration of the blade tip at 20 seconds when the angular velocity is at its peak. Compare this with the centripetal acceleration at 40 seconds when the angular velocity is lower. How does the change in angular velocity affect the centripetal acceleration?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-072-dr-base,PR-EN-072-dr,en,problem_generating,draft_critique_revise,none,intermediate,"A fan with a blade radius of 0.5 meters is shown in the image. Using the graph, determine the centripetal acceleration of a point on the tip of the fan blade at t = 15 seconds, when the angular velocity is approximately 10 rad/s. Provide your answer in m/s².","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-072-dr-kg,PR-EN-072-dr,en,problem_generating,draft_critique_revise,kg,intermediate,"A fan blade tip follows a circular path with a radius of 0.5 meters. Using the graph, determine the centripetal acceleration of the blade tip at 15 seconds when the angular velocity is approximately 10 rad/s. Compare this to the centripetal acceleration at 45 seconds when the angular velocity is approximately 5 rad/s. How does the change in angular velocity affect the centripetal acceleration?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-073-ze-base,PR-EN-073-ze,en,problem_generating,zero_shot,none,intermediate,"A fan with a radius of 0.3 meters is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the fan blade at t = 20 seconds, when the angular velocity is at its peak. Use the formula for centripetal acceleration \( a_c = \omega^2 r \), where \( \omega \) is the angular velocity in rad/s and \( r \) is the radius in meters.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-073-ze-kg,PR-EN-073-ze,en,problem_generating,zero_shot,kg,intermediate,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph of angular velocity versus time, determine the centripetal acceleration of the blade tip at 20 seconds. How does this compare to the centripetal acceleration at 35 seconds, and what does this tell you about the relationship between angular velocity and centripetal acceleration?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-074-fe-base,PR-EN-074-fe,en,problem_generating,few_shot,none,intermediate,"A fan with a radius of 0.15 m is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the fan blade at t = 20 seconds, when the angular velocity is at its peak.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-074-fe-kg,PR-EN-074-fe,en,problem_generating,few_shot,kg,intermediate,"A fan with a blade radius of 0.15 m is observed. Using the graph, determine the centripetal acceleration at the peak angular velocity of 4 rad/s and compare it to the centripetal acceleration at an angular velocity of 2 rad/s. How does the change in angular velocity affect the centripetal acceleration?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-075-co-base,PR-EN-075-co,en,problem_generating,cot,none,intermediate,"A fan has blades with a radius of 0.3 meters. Using the graph of angular velocity versus time, determine the centripetal acceleration of a point on the tip of a blade at t = 20 seconds. Assume the angular velocity at this time is 3.5 rad/s.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-075-co-kg,PR-EN-075-co,en,problem_generating,cot,kg,intermediate,"A fan blade rotates with an angular velocity that changes over time as shown in the graph. At time t = 10 seconds, the angular velocity is 3 rad/s. If the radius of the fan blade is 0.5 meters, calculate the centripetal acceleration of the blade tip at this time. How does this compare to the centripetal acceleration at t = 35 seconds when the angular velocity is 2 rad/s?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-076-dr-base,PR-EN-076-dr,en,problem_generating,draft_critique_revise,none,intermediate,"A fan has blades with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of a point on the tip of a blade during the steady phase when the angular velocity is approximately 3.5 rad/s. Use the formula \( a_c = \omega^2 r \) to calculate the centripetal acceleration.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-076-dr-kg,PR-EN-076-dr,en,problem_generating,draft_critique_revise,kg,intermediate,"A fan has a blade tip radius of 0.3 meters. Using the graph of angular velocity versus time, determine the centripetal acceleration of the blade tip at 20 seconds. How does this compare to the centripetal acceleration at 35 seconds? Assume the angular velocity values from the graph are accurate.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-077-ze-base,PR-EN-077-ze,en,problem_generating,zero_shot,none,intermediate,"A cyclist is riding a bike with wheels of radius 0.5 meters. According to the graph, the angular velocity of the wheels reaches a maximum of 22 rad/s at around 20 seconds. Using the image, determine the centripetal acceleration of a point on the edge of the wheel at this maximum angular velocity.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
PR-EN-077-ze-kg,PR-EN-077-ze,en,problem_generating,zero_shot,kg,intermediate,"A ball is attached to a string and swung in a horizontal circle. The graph shows the angular velocity of the ball over time. At time t = 10 s, the angular velocity is 15 rad/s. Using the image, if the radius of the circle is 0.5 m, calculate the centripetal acceleration of the ball at this time. How does this compare to the centripetal acceleration at t = 20 s when the angular velocity is 20 rad/s?","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
PR-EN-078-fe-base,PR-EN-078-fe,en,problem_generating,few_shot,none,intermediate,"A bicycle wheel with a radius of 0.35 m is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the wheel at the peak angular velocity observed. Assume the peak occurs at 20 rad/s.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
PR-EN-078-fe-kg,PR-EN-078-fe,en,problem_generating,few_shot,kg,intermediate,"A cyclist pedals a wheel with a radius of 0.5 meters. According to the graph, the angular velocity of the wheel increases from 10 rad/s to 20 rad/s over a period of 15 seconds. Calculate the change in centripetal acceleration of a point on the rim of the wheel during this time.","[""A car is moving around a circular track with a radius of 50 meters at a constant speed of 20 m/s. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 1.5 meters. If the ball completes 10 revolutions in 20 seconds, determine the centripetal acceleration of the ball."", ""A satellite orbits Earth in a circular path with a radius of 7,000 km. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
